epochs,train_loss,test_loss,train_acc,test_acc
1,2.3036282612727237,2.3016096353530884,0.10015698587127159,0.09884467265725289
2,2.300160921536959,2.3017463088035583,0.1152276295133438,0.10397946084724005
3,2.2986179131727953,2.3023599982261658,0.10266875981161695,0.10397946084724005
4,2.2967675099006066,2.2966173887252808,0.10266875981161695,0.10397946084724005
5,2.294873292629535,2.2998839616775513,0.10266875981161695,0.10397946084724005
6,2.2932332845834584,2.29022479057312,0.10266875981161695,0.10397946084724005
7,2.290761654193585,2.289101302623749,0.10266875981161695,0.10397946084724005
8,2.2874945127047024,2.283156454563141,0.10266875981161695,0.10397946084724005
9,2.283651828765869,2.278514564037323,0.1042386185243328,0.10526315789473684
10,2.2794066209059496,2.277807593345642,0.11051805337519623,0.11810012836970475
11,2.2737879202916074,2.272226631641388,0.12684458398744114,0.1245186136071887
12,2.2664583646334133,2.264690935611725,0.14819466248037677,0.18356867779204109
13,2.257242147739117,2.2447887659072876,0.17205651491365778,0.1668806161745828
14,2.2457762314723086,2.237725555896759,0.19937205651491366,0.20025673940949937
15,2.2323103684645433,2.218926250934601,0.2119309262166405,0.23234916559691912
16,2.2156049655033994,2.21283096075058,0.2552590266875981,0.3055198973042362
17,2.1975363951462965,2.1954327821731567,0.31930926216640504,0.3286264441591784
18,2.176111991588886,2.177183210849762,0.33249607535321823,0.2901155327342747
19,2.1521565914154053,2.1260414123535156,0.32276295133437993,0.355584082156611
20,2.12514800291795,2.1150397062301636,0.30706436420722133,0.2682926829268293
21,2.0960743243877706,2.0869378447532654,0.28383045525902667,0.23234916559691912
22,2.0673207319699802,2.0437942147254944,0.2565149136577708,0.2593068035943517
23,2.0342134145589976,2.0310486555099487,0.2533751962323391,0.2811296534017972
24,2.003708628507761,1.977649748325348,0.2640502354788069,0.2913992297817715
25,1.9745444426169763,1.969871163368225,0.28885400313971743,0.2862644415917843
26,1.943633226247934,1.9565255343914032,0.2882260596546311,0.2605905006418485
27,1.918242986385639,1.90640789270401,0.29010989010989013,0.2991014120667522
28,1.8888863325119019,1.8811691105365753,0.343171114599686,0.40821566110397944
29,1.865780702004066,1.809144139289856,0.3698587127158556,0.392811296534018
30,1.8403004499582143,1.790393203496933,0.37896389324960755,0.39666238767650835
31,1.8203574602420514,1.783827304840088,0.4087912087912088,0.40436456996148906
32,1.8005947516514704,1.8866714537143707,0.4273155416012559,0.42233632862644416
33,1.7803248258737416,1.7455850839614868,0.4379905808477237,0.45314505776636715
34,1.7585792816602266,1.726945161819458,0.4662480376766091,0.4634146341463415
35,1.7437320122352014,1.7280298471450806,0.47660910518053373,0.4428754813863928
36,1.7294707573377168,1.724358320236206,0.4747252747252747,0.4441591784338896
37,1.7144351647450373,1.7175853848457336,0.5029827315541602,0.47753530166880614
38,1.6950456270804772,1.6735804677009583,0.5080062794348509,0.5070603337612324
39,1.6832833015001738,1.659583330154419,0.5161695447409733,0.496790757381258
40,1.6662317422720103,1.7275566160678864,0.5274725274725275,0.5263157894736842
41,1.6511038816892183,1.6436406075954437,0.5409733124018838,0.5301668806161746
42,1.637550794161283,1.6847505569458008,0.54850863422292,0.521181001283697
43,1.6259952049988966,1.6088052690029144,0.5400313971742543,0.5353016688061617
44,1.609105421946599,1.5999632775783539,0.5463108320251178,0.55198973042362
45,1.5956581555880034,1.5841477811336517,0.5507064364207221,0.5596919127086007
46,1.584022650351891,1.620916485786438,0.5475667189952904,0.5661103979460848
47,1.567187712742732,1.622223973274231,0.5736263736263736,0.5879332477535302
48,1.5581948023576002,1.547468364238739,0.5805337519623234,0.5789473684210527
49,1.5408201125951915,1.5301023721694946,0.5836734693877551,0.582798459563543
50,1.5276589393615723,1.5965050160884857,0.5811616954474097,0.576379974326059
51,1.5131308665642371,1.5495242178440094,0.5786499215070644,0.5866495507060334
52,1.4982662476026094,1.4713093936443329,0.589010989010989,0.5930680359435173
53,1.4828064166582549,1.5063465237617493,0.6,0.5815147625160462
54,1.471773156752953,1.475260615348816,0.5962323390894819,0.6020539152759948
55,1.4556002525182872,1.4567403495311737,0.6031397174254317,0.5943517329910141
56,1.4409072582538311,1.4462186694145203,0.6031397174254317,0.5956354300385109
57,1.4303133762799776,1.3538322746753693,0.6069073783359498,0.5994865211810013
58,1.4162906316610484,1.440711796283722,0.6018838304552591,0.5956354300385109
59,1.3977152842741747,1.3904387950897217,0.6273155416012559,0.6251604621309371
60,1.3811455231446486,1.3588871359825134,0.6313971742543171,0.6238767650834403
61,1.3727088524745061,1.3900648057460785,0.6153846153846154,0.6033376123234917
